ip,query,malware_name,tag,port,country,org,isp,hostnames,first_seen,last_seen,projectlabel
178.154.201.213,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Russian Federation,Yandex.Cloud LLC,Yandex.Cloud LLC,,2025-02-14,2025-02-14,CTI-IOA
164.92.254.153,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
80.153.47.168,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,Deutsche Telekom AG,Deutsche Telekom AG,p50992fa8.dip0.t-ipconnect.de,2025-02-14,2025-02-14,CTI-IOA
46.45.130.197,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Turkey,Larsen - IPv4 Network,Radore Veri Merkezi Hizmetleri A.S.,server-46.45.130.197.as42926.net,2025-02-14,2025-02-14,CTI-IOA
52.73.20.0,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",80,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-52-73-20-0.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
35.154.0.27,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,India,Amazon Data Services India,"Amazon.com, Inc.",ec2-35-154-0-27.ap-south-1.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
115.231.13.225,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8989,China,Shanghai chenyi,CT-HangZhou-IDC,,2025-02-14,2025-02-14,CTI-IOA
206.237.30.36,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Hong Kong,VH Global Limited,Cloudie Limited,,2025-02-14,2025-02-14,CTI-IOA
139.162.172.189,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,139.162.0.0/16,Akamai Connected Cloud,139-162-172-189.ip.linodeusercontent.com,2025-02-14,2025-02-14,CTI-IOA
195.77.79.162,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Spain,INSTITUT CATALA DE FINANCES,TELEFONICA DE ESPANA S.A.U.,,2025-02-14,2025-02-14,CTI-IOA
101.37.162.62,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
202.10.41.141,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Indonesia,PT Digital Registra Indonesia,CV. Rumahweb Indonesia,,2025-02-14,2025-02-14,CTI-IOA
51.159.6.180,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,Scaleway,SCALEWAY S.A.S.,51-159-6-180.rev.poneytelecom.eu,2025-02-14,2025-02-14,CTI-IOA
18.157.216.105,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Germany,A100 ROW GmbH,"Amazon.com, Inc.","www.prodgp.naqplatformstage.com, ec2-18-157-216-105.eu-central-1.compute.amazonaws.com, t.prod.naqplatformstage.com, prodgp.naqplatformstage.com",2025-02-14,2025-02-14,CTI-IOA
118.89.113.181,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
38.242.151.91,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,Contabo GmbH,Contabo GmbH,vmi1048471.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
35.164.210.220,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",80,United States,"Amazon.com, Inc.","Amazon.com, Inc.",ec2-35-164-210-220.us-west-2.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
91.121.38.96,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,OVH SAS,OVH SAS,gp-02.linkso.fr,2025-02-14,2025-02-14,CTI-IOA
13.234.63.50,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,India,Amazon Data Services India,"Amazon.com, Inc.","mi2.in, ec2-13-234-63-50.ap-south-1.compute.amazonaws.com",2025-02-14,2025-02-14,CTI-IOA
195.15.195.215,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Switzerland,Infomaniak Network SA,Infomaniak Network SA,,2025-02-14,2025-02-14,CTI-IOA
112.74.48.245,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
150.95.141.41,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Japan,"GMO Internet Group, Inc.","GMO Internet Group, Inc.",v150-95-141-41.a086.g.tyo1.static.cnode.io,2025-02-14,2025-02-14,CTI-IOA
3.17.235.7,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.","www.loopfox.com, ec2-3-17-235-7.us-east-2.compute.amazonaws.com",2025-02-14,2025-02-14,CTI-IOA
156.67.10.26,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Switzerland,ServerBase AG,ServerBase AG,,2025-02-14,2025-02-14,CTI-IOA
154.91.4.5,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Hong Kong,CloudFly Net Inc,Hong Kong Beecloud System Technology Services Limited,,2025-02-14,2025-02-14,CTI-IOA
148.113.6.150,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,India,OVHTECH R&D (INDIA) PRIVATE LIMITED,OVH SAS,supmaritimes.fr,2025-02-14,2025-02-14,CTI-IOA
159.75.174.58,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
51.210.185.30,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,OVH SAS,OVH SAS,gp-06.linkso.fr,2025-02-14,2025-02-14,CTI-IOA
213.199.38.61,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,Contabo GmbH,Contabo GmbH,vmi2157774.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
124.220.14.86,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
165.22.94.61,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
91.121.41.26,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,OVH SAS,OVH SAS,gp-05.linkso.fr,2025-02-14,2025-02-14,CTI-IOA
54.37.65.245,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,France,OVH SAS,OVH SAS,"vps-4c5efc12.vps.ovh.net, megalis.bretagne.bzh",2025-02-14,2025-02-14,CTI-IOA
16.171.47.75,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8080,Sweden,Amazon Data Services Sweden,"Amazon.com, Inc.",ec2-16-171-47-75.eu-north-1.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
18.135.30.45,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",4443,United Kingdom,Amazon Data Services UK,"Amazon.com, Inc.",ec2-18-135-30-45.eu-west-2.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
164.132.224.193,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,OVH SAS,OVH SAS,vps-ccd8b0f9.vps.ovh.net,2025-02-14,2025-02-14,CTI-IOA
141.147.128.137,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Saudi Arabia,Oracle International Corporation,Oracle Corporation,,2025-02-14,2025-02-14,CTI-IOA
3.17.98.253,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-3-17-98-253.us-east-2.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
46.30.78.13,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Germany,COMback GmbH,COMback GmbH,"gophish.comback.de, comback.de",2025-02-14,2025-02-14,CTI-IOA
34.100.253.121,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",80,India,Google LLC,Google LLC,121.253.100.34.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
209.38.39.99,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Netherlands,"DigitalOcean, LLC","DigitalOcean, LLC",gophish-lsql0-u30120.vm.elestio.app,2025-02-14,2025-02-14,CTI-IOA
34.91.0.233,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Netherlands,Google LLC,Google LLC,233.0.91.34.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
34.128.74.228,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,Indonesia,Google LLC,Google LLC,228.74.128.34.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
157.230.116.68,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
3.130.164.190,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.","www.loopfox.com, ec2-3-130-164-190.us-east-2.compute.amazonaws.com",2025-02-14,2025-02-14,CTI-IOA
54.179.38.112,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",52522,Singapore,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-54-179-38-112.ap-southeast-1.compute.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
124.71.153.87,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8443,China,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),Huawei Cloud Service data center,"ecs-124-71-153-87.compute.hwclouds-dns.com, www.advantech-com.xyz, advantech-com.xyz",2025-02-14,2025-02-14,CTI-IOA
47.119.173.71,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
114.247.57.153,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",10000,China,China Unicom Beijing province network,China Unicom Beijing Province Network,,2025-02-14,2025-02-14,CTI-IOA
211.68.9.32,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",10000,China,China Education and Research Network,China Education and Research Network Center,,2025-02-14,2025-02-14,CTI-IOA
34.199.78.112,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",443,United States,Amazon Technologies Inc.,"Amazon.com, Inc.","ec2-34-199-78-112.compute-1.amazonaws.com, gophish.dev.apollosecure.com",2025-02-14,2025-02-14,CTI-IOA
34.168.112.184,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,United States,Google LLC,Google LLC,184.112.168.34.bc.googleusercontent.com,2025-02-14,2025-02-14,CTI-IOA
46.250.248.90,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Japan,Yorkshire Tech Limited,Contabo Asia Private Limited,vmi1536243.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
185.108.115.52,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Netherlands,TransIP BV,Signet B.V.,185-108-115-52.colo.transip.net,2025-02-14,2025-02-14,CTI-IOA
94.110.195.220,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Belgium,Orange Belgium SA,Orange Belgium SA,cust-220-195-110-94.dyn.as47377.net,2025-02-14,2025-02-14,CTI-IOA
164.52.210.11,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,India,E2E Networks Limited,"282, Sector 19",ms1.locomations.com,2025-02-14,2025-02-14,CTI-IOA
211.155.102.49,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",8080,China,Kaopu Cloud,Kaopu Cloud HK Limited,,2025-02-14,2025-02-14,CTI-IOA
45.132.245.253,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Germany,netcup GmbH,netcup GmbH,v2202007125593123014.bestsrv.de,2025-02-14,2025-02-14,CTI-IOA
59.110.154.17,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
185.202.239.236,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",92,Germany,Contabo GmbH,Contabo GmbH,neptun.cysig.com,2025-02-14,2025-02-14,CTI-IOA
185.171.21.203,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,France,Value IT SAS,Value IT SAS,,2025-02-14,2025-02-14,CTI-IOA
54.89.61.47,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",5555,United States,Amazon Technologies Inc.,"Amazon.com, Inc.",ec2-54-89-61-47.compute-1.amazonaws.com,2025-02-14,2025-02-14,CTI-IOA
111.231.5.109,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",5555,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
203.194.114.8,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",3333,Indonesia,CV. Rumahweb Indonesia,CV. Rumahweb Indonesia,,2025-02-14,2025-02-14,CTI-IOA
101.201.227.94,http.title:'Gophish - Login',GoPhish_1,"IOA,Lab,Monty",9205,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
95.217.114.205,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,Finland,Hetzner Online GmbH,Hetzner Online GmbH,static.205.114.217.95.clients.your-server.de,2025-02-14,2025-02-14,CTI-IOA
195.201.139.229,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,Germany,Hetzner Online GmbH,Hetzner Online GmbH,"static.229.139.201.195.clients.your-server.de, stats.waggel.xyz",2025-02-14,2025-02-14,CTI-IOA
77.64.231.63,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,Germany,Primacom Berlin GmbH,Tele Columbus AG,"o.okkm.de, 77.64.231.63.dyn.pyur.net, oc.okkm.de",2025-02-14,2025-02-14,CTI-IOA
158.180.51.253,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,Germany,oracle,Oracle Corporation,"o.okkm.de, oc.okkm.de",2025-02-14,2025-02-14,CTI-IOA
119.29.147.172,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,China,"Tencent cloud computing (Beijing) Co., Ltd.",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
176.96.137.161,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",8080,Germany,dataforest GmbH,dataforest GmbH,mail.primely.pl,2025-02-14,2025-02-14,CTI-IOA
1.94.52.128,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",3333,China,"Beijing Teletron Telecom Engineering Co., Ltd.",Huawei Cloud Service data center,ecs-1-94-52-128.compute.hwclouds-dns.com,2025-02-14,2025-02-14,CTI-IOA
31.186.217.44,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,Poland,P4 Sp. z o.o.,Liberty Global B.V.,31-186-217-44.static.chello.pl,2025-02-14,2025-02-14,CTI-IOA
103.191.63.51,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,Indonesia,PT Lentera Global Solusi,PT Deneva,103-191-63-51.nevacloud.io,2025-02-14,2025-02-14,CTI-IOA
14.224.174.212,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",1433,Viet Nam,Vietnam Posts and Telecommunications Group,VNPT Corp,static.vnpt.vn,2025-02-14,2025-02-14,CTI-IOA
184.168.22.239,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,United States,"GoDaddy.com, LLC","GoDaddy.com, LLC","gzcsxy.jdzhi.com, yan.jdzhi.com, www.jdzhi.com, 239.22.168.184.host.secureserver.net, jdzhi.com, xxzx.jdzhi.com",2025-02-14,2025-02-14,CTI-IOA
83.147.241.206,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,United States,Virtual Machine Solutions LLC,Krypt Technologies,,2025-02-14,2025-02-14,CTI-IOA
103.110.185.41,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",8595,Indonesia,"Dinas Komunikasi, Informatika dan Statistik Provinsi Bali","Dinas Komunikasi, Informatika dan Statistik Provinsi Bali",,2025-02-14,2025-02-14,CTI-IOA
159.69.82.161,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,Germany,Hetzner Online GmbH,Hetzner Online GmbH,"static.161.82.69.159.clients.your-server.de, download.xmrig.com, buildbot.xmrig.com",2025-02-14,2025-02-14,CTI-IOA
31.156.177.89,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",88,Italy,Vodafone Italia S.p.A.,Vodafone Italia S.p.A.,net-31-156-177-89.cust.vodafonedsl.it,2025-02-14,2025-02-14,CTI-IOA
185.189.14.132,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,Russian Federation,FIRST SERVER LIMITED,NTX Technologies s.r.o.,tux2020.ddns.net,2025-02-14,2025-02-14,CTI-IOA
222.242.112.129,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",82,China,CHINANET Hunan province network,CHINANET-BACKBONE,,2025-02-14,2025-02-14,CTI-IOA
123.29.69.76,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",8595,Viet Nam,Vietnam Posts and Telecommunications Group,VNPT Corp,static.vnpt.vn,2025-02-14,2025-02-14,CTI-IOA
39.99.131.244,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,China,"Aliyun Computing Co., LTD","Hangzhou Alibaba Advertising Co.,Ltd.",,2025-02-14,2025-02-14,CTI-IOA
172.84.76.231,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,United States,Internet Utilities NA LLC,RocketNode Inc,,2025-02-14,2025-02-14,CTI-IOA
205.172.57.13,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",8000,United States,HOSTKEY,HOSTKEY,,2025-02-14,2025-02-14,CTI-IOA
191.37.134.80,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,Brazil,CyberTech Informática Ltda.,Cybertech Informática LTDA,191-37-134-80.cybertechnet.net.br,2025-02-14,2025-02-14,CTI-IOA
2600:9000:2039:a400:a:6e64:b280:63f9,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",443,China,"Amazon.com, Inc.","Amazon.com, Inc.",,2025-02-14,2025-02-14,CTI-IOA
47.244.171.191,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",8082,Hong Kong,Alibaba Cloud - HK,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
38.242.158.78,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",5556,Germany,Contabo GmbH,Contabo GmbH,vmi1756328.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
103.191.63.46,http.html:XMRig,XMRig Monero Cryptominer_1,"IOA,Lab,Monty",80,Indonesia,PT Lentera Global Solusi,PT Deneva,103-191-63-46.nevacloud.io,2025-02-14,2025-02-14,CTI-IOA
95.217.114.203,http.favicon.hash:1088998712,XMRig Monero Cryptominer_3,"IOA,Lab,Monty",443,Finland,Hetzner Online GmbH,Hetzner Online GmbH,api.xmrig.com,2025-02-14,2025-02-14,CTI-IOA
95.217.114.205,http.favicon.hash:1088998712,XMRig Monero Cryptominer_3,"IOA,Lab,Monty",443,Finland,Hetzner Online GmbH,Hetzner Online GmbH,static.205.114.217.95.clients.your-server.de,2025-02-14,2025-02-14,CTI-IOA
61.220.104.77,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Taiwan,"Chunghwa Telecom Co.,Ltd.",Data Communication Business Group,61-220-104-77.hinet-ip.hinet.net,2025-02-14,2025-02-14,CTI-IOA
71.86.42.220,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,United States,Charter Communications,Charter Communications,syn-071-086-042-220.biz.spectrum.com,2025-02-14,2025-02-14,CTI-IOA
176.111.144.237,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Poland,,BEST PARTNER Andrzej Czachor,176-111-144-237-static.airmax.pl,2025-02-14,2025-02-14,CTI-IOA
143.170.164.140,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,United States,Granite Telecommunications LLC,Granite Telecommunications LLC,,2025-02-14,2025-02-14,CTI-IOA
223.17.188.132,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Hong Kong,HGC Global Communications Limited,HGC Global Communications Limited,132-188-17-223-on-nets.com,2025-02-14,2025-02-14,CTI-IOA
152.206.219.54,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Cuba,"Empresa de Telecomunicaciones de Cuba, S.A.","Empresa de Telecomunicaciones de Cuba, S.A.",,2025-02-14,2025-02-14,CTI-IOA
184.189.187.198,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,United States,Cox Communications Inc.,Cox Communications Inc.,wsip-184-189-187-198.om.om.cox.net,2025-02-14,2025-02-14,CTI-IOA
77.79.25.25,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Lithuania,Customers network,"SPLIUS, UAB",hst-25-25.splius.lt,2025-02-14,2025-02-14,CTI-IOA
202.126.208.62,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,Hong Kong,HKBN Enterprise Solutions HK Limited,HKBN Enterprise Solutions HK Limited,,2025-02-14,2025-02-14,CTI-IOA
24.159.199.12,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,United States,Charter Communications,Charter Communications,syn-024-159-199-012.biz.spectrum.com,2025-02-14,2025-02-14,CTI-IOA
208.91.180.200,hash:1357418825,7777 Botnet_1,"IOA,Lab,Monty",7777,United States,"Royell Communications, Inc.","Royell Communications, Inc.",208-91-180-200.wireless.royell.org,2025-02-14,2025-02-14,CTI-IOA
139.180.146.92,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,Singapore,"The Constant Company, LLC","The Constant Company, LLC",139.180.146.92.vultrusercontent.com,2025-02-14,2025-02-14,CTI-IOA
121.169.59.210,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,"Korea, Republic of",Korea Telecom,Korea Telecom,,2025-02-14,2025-02-14,CTI-IOA
154.92.17.171,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,Hong Kong,Yisu Cloud Ltd,YISU CLOUD LTD,,2025-02-14,2025-02-14,CTI-IOA
209.145.59.89,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,United States,Contabo Inc.,"Nubes, LLC",vmi1502970.contaboserver.net,2025-02-14,2025-02-14,CTI-IOA
87.248.130.16,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,"Iran, Islamic Republic of","Phone: +98 21 9130 1000   ,   +98 21 9101 3565   ,   +98 21 9101 4565",Pars Shabakeh Azarakhsh LLC,ip-87-248-130-16.hosted-by.parsvds.com,2025-02-14,2025-02-14,CTI-IOA
222.253.182.185,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",9091,Viet Nam,Vietnam Posts and Telecommunications(VNPT),VNPT Corp,static.vnpt.vn,2025-02-14,2025-02-14,CTI-IOA
43.154.232.190,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",8443,Hong Kong,"Asia Pacific Network Information Center, Pty. Ltd.","Tencent Building, Kejizhongyi Avenue",,2025-02-14,2025-02-14,CTI-IOA
82.65.180.207,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",5986,France,Free SAS,Free SAS,82-65-180-207.subs.proxad.net,2025-02-14,2025-02-14,CTI-IOA
193.105.234.195,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",10000,"Iran, Islamic Republic of",Vandad Vira Hooman LLC,Pars Parva System LLC,,2025-02-14,2025-02-14,CTI-IOA
47.76.214.226,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",9443,Hong Kong,Alibaba Cloud - HK,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
159.223.52.78,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",9898,Singapore,"DigitalOcean, LLC","DigitalOcean, LLC",,2025-02-14,2025-02-14,CTI-IOA
5.252.74.51,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",1337,Turkey,Internet Utilities Europe and Asia Limited,Omer Faruk Demirci,plesk.netlara.com,2025-02-14,2025-02-14,CTI-IOA
62.234.21.225,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,China,"Tencent Cloud Computing (Beijing) Co., Ltd",Shenzhen Tencent Computer Systems Company Limited,,2025-02-14,2025-02-14,CTI-IOA
45.149.241.16,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",443,Netherlands,Nybula LLC,Nybula LLC,,2025-02-14,2025-02-14,CTI-IOA
45.155.76.210,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",4444,Germany,,"Oliver Horscht is trading as ""SYNLINQ""",,2025-02-14,2025-02-14,CTI-IOA
86.124.26.185,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",8834,Romania,RCS & RDS Residential,DIGI ROMANIA S.A.,86-124-26-185.bacau.rdsnet.ro,2025-02-14,2025-02-14,CTI-IOA
8.212.132.182,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",5001,Philippines,Alibaba Cloud PH,"Alibaba (US) Technology Co., Ltd.",,2025-02-14,2025-02-14,CTI-IOA
93.177.102.208,product:'Quasar RAT',Quasar RAT_1,"IOA,Lab,Monty",1337,Turkey,Keyubu Internet ve Bilisim Hizmetleri,Yusuf Kemal TURKMENOGLU,server.keyubu.com,2025-02-14,2025-02-14,CTI-IOA
5.252.178.38,product:ShadowPad,ShadowPad_1,"IOA,Lab,Monty",8081,Romania,MivoCloud,MivoCloud SRL,5-252-178-38.mivocloud.com,2025-02-14,2025-02-14,CTI-IOA
112.95.159.90,product:ShadowPad,ShadowPad_1,"IOA,Lab,Monty",443,China,China Unicom Guangdong province network,China Unicom Shenzen network,,2025-02-14,2025-02-14,CTI-IOA
